"YTR","CFB Trenton","Trenton","44.118900299072266","-77.5280990600586"
"YTS","Timmins/Victor M. Power","Timmins","48.569698333699996","-81.376701355"
"YTZ","Billy Bishop Toronto City Centre Airport","Toronto","43.627499","-79.396202"
"YUB","Tuktoyaktuk Airport","Tuktoyaktuk","69.43329620361328","-133.0260009765625"
"YUL","Montreal / Pierre Elliott Trudeau International Airport","Montreal","45.4706001282","-73.7407989502"
"YUT","Repulse Bay Airport","Repulse Bay","66.5214004517","-86.22470092770001"
"YUX","Hall Beach Airport","Hall Beach","68.77610015869999","-81.2425"
"YUY","Rouyn Noranda Airport","Rouyn","48.20610046386719","-78.83560180664062"
"YVC","La Ronge Airport","La Ronge","55.151401519800004","-105.262001038"
"YVG","Vermilion Airport","Vermillion","53.355800628699996","-110.823997498"
"YVM","Qikiqtarjuaq Airport","Broughton Island","67.5457992554","-64.03140258789999"
"YVO","Val-d'Or Airport","Val D'or","48.0532989502","-77.7827987671"
"YVP","Kuujjuaq Airport","Quujjuaq","58.096099853515625","-68.4269027709961"
"YVQ","Norman Wells Airport","Norman Wells","65.28160095214844","-126.7979965209961"
"YVR","Vancouver International Airport","Vancouver","49.193901062","-123.183998108"
"YVT","Buffalo Narrows Airport","Buffalo Narrows","55.8418998718","-108.417999268"
"YVV","Wiarton Airport","Wiarton","44.7458","-81.107201"
"YWA","Petawawa Airport","Petawawa","45.95220184326172","-77.31919860839844"
"YWG","Winnipeg / James Armstrong Richardson International Airport","Winnipeg","49.909999847399995","-97.2398986816"
"YWK","Wabush Airport","Wabush","52.92190170288086","-66.8644027709961"
"YWL","Williams Lake Airport","Williams Lake","52.1831016541","-122.054000854"
"YWY","Wrigley Airport","Wrigley","63.20940017700195","-123.43699645996094"
"YXC","Cranbrook/Canadian Rockies International Airport","Cranbrook","49.610801696777","-115.78199768066"
"YXD","Edmonton City Centre (Blatchford Field) Airport","Edmonton","53.5724983215","-113.521003723"
"YXE","Saskatoon John G. Diefenbaker International Airport","Saskatoon","52.170799255371094","-106.69999694824219"
"YXH","Medicine Hat Airport","Medicine Hat","50.01890182495117","-110.72100067138672"
"YXJ","Fort St John Airport","Fort Saint John","56.23809814453125","-120.73999786376953"
"YXL","Sioux Lookout Airport","Sioux Lookout","50.11389923095703","-91.9052963256836"
"YXP","Pangnirtung Airport","Pangnirtung","66.1449966431","-65.71360015869999"
"YXR","Earlton (Timiskaming Regional) Airport","Earlton","47.697400654599996","-79.8473453522"
"YXS","Prince George Airport","Prince George","53.8894004822","-122.679000854"
"YXT","Northwest Regional Airport Terrace-Kitimat","Terrace","54.468498","-128.576009"
"YXU","London Airport","London","43.035599","-81.1539"
"YXX","Abbotsford Airport","Abbotsford","49.025299072265625","-122.36100006103516"
"YXY","Whitehorse / Erik Nielsen International Airport","Whitehorse","60.7095985413","-135.067001343"
"YYB","North Bay Jack Garland Airport","North Bay","46.363602","-79.422798"
"YYC","Calgary International Airport","Calgary","51.113899231","-114.019996643"
"YYD","Smithers Airport","Smithers","54.82469940185547","-127.18299865722656"
"YYE","Fort Nelson Airport","Fort Nelson","58.8363990784","-122.597000122"
"YYF","Penticton Airport","Penticton","49.46310043334961","-119.60199737548828"
"YYG","Charlottetown Airport","Charlottetown","46.290000915527344","-63.12110137939453"
"YYH","Taloyoak Airport","Spence Bay","69.5466995239","-93.5766983032"
"YYJ","Victoria International Airport","Victoria","48.646900177","-123.426002502"
"YYL","Lynn Lake Airport","Lynn Lake","56.86389923095703","-101.07599639892578"
"YYN","Swift Current Airport","Swift Current","50.291900634799994","-107.691001892"
"YYQ","Churchill Airport","Churchill","58.739200592041016","-94.06500244140625"
"YYR","Goose Bay Airport","Goose Bay","53.3191986084","-60.4258003235"
"YYT","St. John's International Airport","St. John's","47.618598938","-52.7518997192"
"YYU","Kapuskasing Airport","Kapuskasing","49.41389846801758","-82.46749877929688"
"YYW","Armstrong Airport","Armstrong","50.29029846191406","-88.90969848632812"
"YYY","Mont Joli Airport","Mont Joli","48.60860061645508","-68.20809936523438"
"YYZ","Lester B. Pearson International Airport","Toronto","43.6772003174","-79.63059997559999"
"YZD","Downsview Airport","Toronto","43.74250030517578","-79.4655990600586"
"YZE","Gore Bay Manitoulin Airport","Gore Bay","45.88529968261719","-82.56780242919922"
"YZF","Yellowknife Airport","Yellowknife","62.462799072265625","-114.44000244140625"
"YZH","Slave Lake Airport","Slave Lake","55.2930984497","-114.777000427"
"YZP","Sandspit Airport","Sandspit","53.25429916379999","-131.813995361"
"YZR","Chris Hadfield Airport","Sarnia","42.9994010925293","-82.30889892578125"
"YZT","Port Hardy Airport","Port Hardy","50.680599212646484","-127.36699676513672"
"YZU","Whitecourt Airport","Whitecourt","54.14390182495117","-115.78700256347656"
"YZV","Sept-Îles Airport","Sept-iles","50.22330093383789","-66.2656021118164"
"YZW","Teslin Airport","Teslin","60.17279815673828","-132.7429962158203"
"YZX","CFB Greenwood","Greenwood","44.98440170288086","-64.91690063476562"
"ZFA","Faro Airport","Faro","62.20750045776367","-133.37600708007812"
"ZFM","Fort Mcpherson Airport","Fort Mcpherson","67.40750122070312","-134.86099243164062"
"QLD","Blida Airport","Blida","36.50360107421875","2.8141698837280273"
"BUJ","Bou Saada Airport","Bou Saada","35.33250045776367","4.206389904022217"
"BJA","Soummam Airport","Bejaja","36.7120018005","5.0699200630200005"
"ALG","Houari Boumediene Airport","Algier","36.691001892089844","3.215409994125366"
"DJG","Djanet Inedbirene Airport","Djanet","24.292801","9.45244"
"\N","Boufarik Airport","Boufarik","36.545799","2.87611"
"\N","Reggane Airport","Reggan","26.7101","0.285647"
"VVZ","Illizi Takhamalt Airport","Illizi","26.7234992981","8.62265014648"
"\N","Ain Oussera Airport","Ain Oussera","35.52539825439453","2.8787100315093994"
"TMR","Aguenar – Hadj Bey Akhamok Airport","Tamanrasset","22.8115005493","5.45107984543"
"GJL","Jijel Ferhat Abbas Airport","Jijel","36.7951011658","5.87361001968"
"MZW","Mecheria Airport","Mecheria","33.535900116","-0.242353007197"
"\N","Relizane Airport","Relizane","35.752201","0.626272"
"AAE","Rabah Bitat Airport","Annaba","36.822201","7.809174"
"CZL","Mohamed Boudiaf International Airport","Constantine","36.2760009765625","6.620389938354492"
"TEE","Cheikh Larbi Tébessi Airport","Tebessa","35.4315986633","8.12071990967"
"HRM","Hassi R'Mel Airport","Tilrempt","32.93040084838867","3.311539888381958"
"TID","Bou Chekif Airport","Tiaret","35.3410987854","1.46315002441"
"\N","Bou Sfer Airport","Bou Sfer","35.73540115356445","-0.8053889870643616"
"TIN","Tindouf Airport","Tindouf","27.7003993988","-8.167099952700001"
"CFK","Ech Cheliff Airport","Ech-cheliff","36.2126998901","1.33176994324"
"TAF","Tafaraoui Airport","Oran","35.54240036010742","-0.5322780013084412"
"TLM","Zenata – Messali El Hadj Airport","Tlemcen","35.0167007446","-1.45000004768"
